place_cat,place_name,place_address,place_lat,place_lon,place_detailsjson,place_src,place_srcassetid
food_venue,Achelya Cafe & Kebab Restaurant,23 Aquitania Way DOCKLANDS VIC 3008,-37.81434524,144.942139035,"{""census_year"":2024,""industry_code"":""4511"",""industry_description"":""Cafes and Restaurants"",""seats"":{""Seats - Indoor"":100,""Seats - Outdoor"":18},""total_seats"":118}",City of Melbourne,com:food:560004:06621384a87f9ace
food_venue,Adonai Foods,Shop 478 Drummond Street CARLTON VIC 3053,-37.79465838,144.969095378,"{""census_year"":2024,""industry_code"":""4511"",""industry_description"":""Cafes and Restaurants"",""seats"":{""Seats - Indoor"":80,""Seats - Outdoor"":20},""total_seats"":100}",City of Melbourne,com:food:106871:79dcb7fefe399dfe
food_venue,Adozen Adozen,188 Queensberry Street CARLTON VIC 3053,-37.80429344,144.962784486,"{""census_year"":2024,""industry_code"":""4511"",""industry_description"":""Cafes and Restaurants"",""seats"":{""Seats - Outdoor"":8,""Seats - Indoor"":20},""total_seats"":28}",City of Melbourne,com:food:108029:6d79a297e0cb021d
food_venue,Aerial Events,Shop VG01 17 Dukes Walk SOUTH WHARF VIC 3006,-37.82539976,144.952378154,"{""census_year"":2024,""industry_code"":""6712"",""industry_description"":""Non-Residential Property Operators"",""seats"":{""Seats - Indoor"":400},""total_seats"":400}",City of Melbourne,com:food:110542:ff3459e3426003cc
food_venue,Affinity On Errol,116 Errol Street NORTH MELBOURNE VIC 3051,-37.80223499,144.950095564,"{""census_year"":2024,""industry_code"":""4511"",""industry_description"":""Cafes and Restaurants"",""seats"":{""Seats - Indoor"":35,""Seats - Outdoor"":14},""total_seats"":49}",City of Melbourne,com:food:103498:d2b0670a4a1d8473
food_venue,AFGHAN KEBAB CARLTON,230 Lygon Street CARLTON VIC 3053,-37.80180395,144.967209194,"{""census_year"":2024,""industry_code"":""4511"",""industry_description"":""Cafes and Restaurants"",""seats"":{""Seats - Indoor"":50,""Seats - Outdoor"":10},""total_seats"":60}",City of Melbourne,com:food:106235:c6ddb9ab109b3271
food_venue,Agha Juice,232 Lygon Street CARLTON VIC 3053,-37.80175883,144.967217525,"{""census_year"":2024,""industry_code"":""4511"",""industry_description"":""Cafes and Restaurants"",""seats"":{""Seats - Outdoor"":16,""Seats - Indoor"":20},""total_seats"":36}",City of Melbourne,com:food:106234:2f360ca94ce8da98
food_venue,Agostino,297 Lygon Street CARLTON VIC 3053,-37.79838828,144.967041148,"{""census_year"":2024,""industry_code"":""4511"",""industry_description"":""Cafes and Restaurants"",""seats"":{""Seats - Indoor"":90},""total_seats"":90}",City of Melbourne,com:food:106142:0c36687325789e46
food_venue,Ai Sushi,"Shop 1, Ground 517 St Kilda Road MELBOURNE VIC 3004",-37.84459472,144.979312384,"{""census_year"":2024,""industry_code"":""4511"",""industry_description"":""Cafes and Restaurants"",""seats"":{""Seats - Indoor"":28},""total_seats"":28}",City of Melbourne,com:food:108645:340cd16fa3014f32
food_venue,Aim Thai,9 Rakaia Way DOCKLANDS VIC 3008,-37.81427742,144.940199413,"{""census_year"":2024,""industry_code"":""4511"",""industry_description"":""Cafes and Restaurants"",""seats"":{""Seats - Indoor"":36},""total_seats"":36}",City of Melbourne,com:food:601815:e7c8b70e2374a7b6
