place_cat,place_name,place_address,place_lat,place_lon,place_detailsjson,place_src,place_srcassetid
food_venue,Cafe Gilli,76 Therry Street MELBOURNE VIC 3000,-37.80765748,144.957205484,"{""census_year"":2024,""industry_code"":""4511"",""industry_description"":""Cafes and Restaurants"",""seats"":{""Seats - Outdoor"":40},""total_seats"":40}",City of Melbourne,com:food:580058:519e6fd6478fcb82
food_venue,Cafe Godot,"Suite 2A, 152 Sturt Street SOUTHBANK VIC 3006",-37.82539902,144.966071447,"{""census_year"":2024,""industry_code"":""4511"",""industry_description"":""Cafes and Restaurants"",""seats"":{""Seats - Indoor"":20},""total_seats"":20}",City of Melbourne,com:food:110622:461a964edb2a956f
food_venue,Cafe Issus,8-10 Centre Place MELBOURNE VIC 3000,-37.8166033,144.965596537,"{""census_year"":2024,""industry_code"":""4511"",""industry_description"":""Cafes and Restaurants"",""seats"":{""Seats - Outdoor"":12,""Seats - Indoor"":40},""total_seats"":52}",City of Melbourne,com:food:101789:92441cf9c1eb65e9
food_venue,Cafe Kinetic,Ground 103 Flinders Lane MELBOURNE VIC 3000,-37.81556733,144.970964282,"{""census_year"":2024,""industry_code"":""4511"",""industry_description"":""Cafes and Restaurants"",""seats"":{""Seats - Indoor"":115,""Seats - Outdoor"":21},""total_seats"":136}",City of Melbourne,com:food:103923:b010b42b3a24944e
food_venue,Cafe La Colline,13-15 Commercial Road MELBOURNE VIC 3004,-37.8455379,144.979819038,"{""census_year"":2024,""industry_code"":""4511"",""industry_description"":""Cafes and Restaurants"",""seats"":{""Seats - Indoor"":16,""Seats - Outdoor"":22},""total_seats"":38}",City of Melbourne,com:food:108646:a3b3f6f625bfccda
food_venue,Cafe La Kiss,1 Batmans Hill Drive DOCKLANDS VIC 3008,-37.82183078,144.948472468,"{""census_year"":2024,""industry_code"":""4511"",""industry_description"":""Cafes and Restaurants"",""seats"":{""Seats - Indoor"":71,""Seats - Outdoor"":32},""total_seats"":103}",City of Melbourne,com:food:602858:971e688040ca5e6f
food_venue,CAFE ON O'CONNELL PTY LTD,"Unit 30, Ground 1 O'Connell Street NORTH MELBOURNE VIC 3051",-37.80573205,144.958001458,"{""census_year"":2024,""industry_code"":""4512"",""industry_description"":""Takeaway Food Services"",""seats"":{""Seats - Indoor"":10},""total_seats"":10}",City of Melbourne,com:food:573297:3cb223ebf92df088
food_venue,Cafe Orr,Part 2 Convention Centre Place SOUTH WHARF VIC 3006,-37.82539976,144.952378154,"{""census_year"":2024,""industry_code"":""4511"",""industry_description"":""Cafes and Restaurants"",""seats"":{""Seats - Outdoor"":8,""Seats - Indoor"":54},""total_seats"":62}",City of Melbourne,com:food:623559:1f06feb37bcceed2
food_venue,Cafe Piccolina,52 Morrah Street PARKVILLE VIC 3052,-37.79525038,144.9556719,"{""census_year"":2024,""industry_code"":""4511"",""industry_description"":""Cafes and Restaurants"",""seats"":{""Seats - Indoor"":20,""Seats - Outdoor"":28},""total_seats"":48}",City of Melbourne,com:food:106772:edb72544e4ed0423
food_venue,Cafe Segovia,33 Block Place MELBOURNE VIC 3000,-37.81528948,144.964225403,"{""census_year"":2024,""industry_code"":""4511"",""industry_description"":""Cafes and Restaurants"",""seats"":{""Seats - Outdoor"":8,""Seats - Indoor"":10},""total_seats"":18}",City of Melbourne,com:food:105928:8657ce5b756a4fe8
food_venue,Cafe Tre Sette,"Unit 1, Ground 139 Bouverie Street CARLTON VIC 3053",-37.80322367,144.961699343,"{""census_year"":2024,""industry_code"":""4511"",""industry_description"":""Cafes and Restaurants"",""seats"":{""Seats - Indoor"":42,""Seats - Outdoor"":24},""total_seats"":66}",City of Melbourne,com:food:101248:632133da76307507
food_venue,Cafe Vicolino,Shop 17 & 19 Centre Place MELBOURNE VIC 3000,-37.81664468,144.965474376,"{""census_year"":2024,""industry_code"":""4511"",""industry_description"":""Cafes and Restaurants"",""seats"":{""Seats - Indoor"":44,""Seats - Outdoor"":24},""total_seats"":68}",City of Melbourne,com:food:101788:82057714a67ba8a1
food_venue,Cafe Victoria,517 Elizabeth Street MELBOURNE VIC 3000,-37.80765748,144.957205484,"{""census_year"":2024,""industry_code"":""4511"",""industry_description"":""Cafes and Restaurants"",""seats"":{""Seats - Indoor"":38,""Seats - Outdoor"":24},""total_seats"":62}",City of Melbourne,com:food:110690:71d14027f66b3c50
food_venue,Cafenatics,Part Ground 414 La Trobe Street MELBOURNE VIC 3000,-37.81123723,144.957113997,"{""census_year"":2024,""industry_code"":""4511"",""industry_description"":""Cafes and Restaurants"",""seats"":{""Seats - Indoor"":38,""Seats - Outdoor"":8},""total_seats"":46}",City of Melbourne,com:food:105473:9fb85577b5b6e8a7
food_venue,Cafenatics,"Shop 1, Level 1 990 La Trobe Street DOCKLANDS VIC 3008",-37.81384278,144.94676167,"{""census_year"":2024,""industry_code"":""4511"",""industry_description"":""Cafes and Restaurants"",""seats"":{""Seats - Indoor"":96},""total_seats"":96}",City of Melbourne,com:food:631646:418572670e508242
food_venue,Cafenatics,"Shop 8, 162 Collins Street MELBOURNE VIC 3000",-37.81450301,144.967847532,"{""census_year"":2024,""industry_code"":""4512"",""industry_description"":""Takeaway Food Services"",""seats"":{""Seats - Outdoor"":2,""Seats - Indoor"":20},""total_seats"":22}",City of Melbourne,com:food:102152:90d583efdb1f097f
food_venue,Cafenatics Forte,809 Bourke Street DOCKLANDS VIC 3008,-37.81970478,144.945066127,"{""census_year"":2024,""industry_code"":""4511"",""industry_description"":""Cafes and Restaurants"",""seats"":{""Seats - Outdoor"":16,""Seats - Indoor"":24},""total_seats"":40}",City of Melbourne,com:food:631080:392e5487be84ac2e
food_venue,Caffe Bambino Docklands,1 Buckley Walk DOCKLANDS VIC 3008,-37.81993674,144.944683539,"{""census_year"":2024,""industry_code"":""4511"",""industry_description"":""Cafes and Restaurants"",""seats"":{""Seats - Outdoor"":22},""total_seats"":22}",City of Melbourne,com:food:611366:6208720a2facabfc
food_venue,Caffe E Torta,314 Little Collins Street MELBOURNE VIC 3000,-37.81458812,144.96404895,"{""census_year"":2024,""industry_code"":""4511"",""industry_description"":""Cafes and Restaurants"",""seats"":{""Seats - Indoor"":28,""Seats - Outdoor"":28},""total_seats"":56}",City of Melbourne,com:food:101144:ff2df65dca3e5737
food_venue,Caffe Esc,"Shop 1P, 833 Collins Street DOCKLANDS VIC 3008",-37.82205735,144.945764329,"{""census_year"":2024,""industry_code"":""4511"",""industry_description"":""Cafes and Restaurants"",""seats"":{""Seats - Outdoor"":27,""Seats - Indoor"":34},""total_seats"":61}",City of Melbourne,com:food:611367:fccfedde9b8dca2b
food_venue,Cairo Nights Restaurant & Bar,"Unit 5, 252 Lygon Street CARLTON VIC 3053",-37.80137656,144.967324233,"{""census_year"":2024,""industry_code"":""4511"",""industry_description"":""Cafes and Restaurants"",""seats"":{""Seats - Indoor"":50,""Seats - Outdoor"":48},""total_seats"":98}",City of Melbourne,com:food:106229:b23d568f506f4fe4
food_venue,Cambodia's Kitchen,175 Russell Street MELBOURNE VIC 3000,-37.8123356,144.967567753,"{""census_year"":2024,""industry_code"":""4511"",""industry_description"":""Cafes and Restaurants"",""seats"":{""Seats - Indoor"":45},""total_seats"":45}",City of Melbourne,com:food:529297:f4d5255c7b93e5ec
food_venue,Canto cafe e pizzeria,Part Level 4 Building 14 RMIT University 414-418 Swanston Street MELBOURNE VIC 3000,-37.80818156,144.964543533,"{""census_year"":2024,""industry_code"":""4511"",""industry_description"":""Cafes and Restaurants"",""seats"":{""Seats - Indoor"":48,""Seats - Outdoor"":3},""total_seats"":51}",City of Melbourne,com:food:606672:8964f69c4cbfd9eb
food_venue,Canton Malay Cuisine,73 Victoria Street MELBOURNE VIC 3000,-37.80765748,144.957205484,"{""census_year"":2024,""industry_code"":""4512"",""industry_description"":""Takeaway Food Services"",""seats"":{""Seats - Indoor"":12,""Seats - Outdoor"":12},""total_seats"":24}",City of Melbourne,com:food:110688:c5de83304989c55c
food_venue,Canvas Apartment Hotel,"Ground, Level 2 - 28 560 Flinders Street MELBOURNE VIC 3000",-37.82061096,144.955766523,"{""census_year"":2024,""industry_code"":""4400"",""industry_description"":""Accommodation"",""seats"":{""Seats - Indoor"":18},""total_seats"":18}",City of Melbourne,com:food:103986:8f57a6533a2de37d
food_venue,Capitano,Ground 421 Rathdowne Street CARLTON VIC 3053,-37.79652005,144.970426225,"{""census_year"":2024,""industry_code"":""4511"",""industry_description"":""Cafes and Restaurants"",""seats"":{""Seats - Indoor"":80},""total_seats"":80}",City of Melbourne,com:food:108202:c5c96783dd00fa35
food_venue,Capri Cafe & Lounge,28 Aquitania Way DOCKLANDS VIC 3008,-37.81354365,144.942989624,"{""census_year"":2024,""industry_code"":""4511"",""industry_description"":""Cafes and Restaurants"",""seats"":{""Seats - Indoor"":70,""Seats - Outdoor"":12},""total_seats"":82}",City of Melbourne,com:food:627659:c86f418ac91a548e
food_venue,Capricho Grill,"Shop 1-2, Level 4 750 Bourke Street DOCKLANDS VIC 3008",-37.81817241,144.947217029,"{""census_year"":2024,""industry_code"":""4511"",""industry_description"":""Cafes and Restaurants"",""seats"":{""Seats - Outdoor"":30,""Seats - Indoor"":80},""total_seats"":110}",City of Melbourne,com:food:599505:b73e11719f73357f
food_venue,Captain Melville,Mac's Hotel 34-38 Franklin Street MELBOURNE VIC 3000,-37.80752292,144.961612568,"{""census_year"":2024,""industry_code"":""4520"",""industry_description"":""Pubs, Taverns and Bars"",""seats"":{""Seats - Indoor"":160,""Seats - Outdoor"":70},""total_seats"":230}",City of Melbourne,com:food:104103:e1759f36c7de3e74
food_venue,Captains Of Industry,Part Level 1 209-213 Elizabeth Street MELBOURNE VIC 3000,-37.81354034,144.962547924,"{""census_year"":2024,""industry_code"":""4511"",""industry_description"":""Cafes and Restaurants"",""seats"":{""Seats - Indoor"":45},""total_seats"":45}",City of Melbourne,com:food:103184:31c56624e69da656
food_venue,Cargo,55A Newquay Promenade DOCKLANDS VIC 3008,-37.8153411,144.941405106,"{""census_year"":2024,""industry_code"":""4511"",""industry_description"":""Cafes and Restaurants"",""seats"":{""Seats - Indoor"":80,""Seats - Outdoor"":200},""total_seats"":280}",City of Melbourne,com:food:573925:37c1613b6db7a3ed
food_venue,Carl's Jr Docklands,"Shop 14, Ground 120 Pearl River Road DOCKLANDS VIC 3008",-37.81174852,144.93675199,"{""census_year"":2024,""industry_code"":""4511"",""industry_description"":""Cafes and Restaurants"",""seats"":{""Seats - Indoor"":48,""Seats - Outdoor"":32},""total_seats"":80}",City of Melbourne,com:food:620301:fd3cd3a8bede9b67
food_venue,Carlton Megabytes,68 Victoria Street CARLTON VIC 3053,-37.80671734,144.965526156,"{""census_year"":2024,""industry_code"":""4511"",""industry_description"":""Cafes and Restaurants"",""seats"":{""Seats - Outdoor"":6,""Seats - Indoor"":33},""total_seats"":39}",City of Melbourne,com:food:534005:fa79364dcd4c8c12
food_venue,Carlton Yacht Club Bar,298 Lygon Street CARLTON VIC 3053,-37.79998572,144.967376362,"{""census_year"":2024,""industry_code"":""4520"",""industry_description"":""Pubs, Taverns and Bars"",""seats"":{""Seats - Outdoor"":40},""total_seats"":40}",City of Melbourne,com:food:106215:825ff7d782186dbb
food_venue,Carte Crepes,Part John Medley Building 191 230 Grattan Street PARKVILLE VIC 3010,-37.79738772,144.961258672,"{""census_year"":2024,""industry_code"":""4512"",""industry_description"":""Takeaway Food Services"",""seats"":{""Seats - Outdoor"":25},""total_seats"":25}",City of Melbourne,com:food:664635:706e9ec75860ba44
food_venue,Casa Del Gelato,Ground & Part Level 1 163 Lygon Street CARLTON VIC 3053,-37.80186402,144.966410728,"{""census_year"":2024,""industry_code"":""4512"",""industry_description"":""Takeaway Food Services"",""seats"":{""Seats - Outdoor"":15,""Seats - Indoor"":15},""total_seats"":30}",City of Melbourne,com:food:106099:742898b449a8a8c7
food_venue,Casa Frida,29 Block Place MELBOURNE VIC 3000,-37.81528948,144.964225403,"{""census_year"":2024,""industry_code"":""4511"",""industry_description"":""Cafes and Restaurants"",""seats"":{""Seats - Indoor"":52,""Seats - Outdoor"":8},""total_seats"":60}",City of Melbourne,com:food:105928:e5c13f5757a691f7
food_venue,Cassette,399 Macaulay Road KENSINGTON VIC 3031,-37.79511706,144.933807982,"{""census_year"":2024,""industry_code"":""4511"",""industry_description"":""Cafes and Restaurants"",""seats"":{""Seats - Indoor"":80},""total_seats"":80}",City of Melbourne,com:food:106306:01437fdce6d99377
food_venue,Castro's Kiosk,Part Ground Laby Theatre David Caro Physics South Building 192 230 Grattan Street PARKVILLE VIC 3010,-37.79738772,144.961258672,"{""census_year"":2024,""industry_code"":""4512"",""industry_description"":""Takeaway Food Services"",""seats"":{""Seats - Outdoor"":24},""total_seats"":24}",City of Melbourne,com:food:664633:279c69991f3dc387
food_venue,Caterina's Cucina e Bar,"Unit 6, Basement 221 Queen Street MELBOURNE VIC 3000",-37.81355361,144.959754236,"{""census_year"":2024,""industry_code"":""4511"",""industry_description"":""Cafes and Restaurants"",""seats"":{""Seats - Indoor"":90},""total_seats"":90}",City of Melbourne,com:food:108079:49effeb49b93f528
food_venue,Cathedral Coffee,"Shop 9, Ground 37 Swanston Street MELBOURNE VIC 3000",-37.81674222,144.966704047,"{""census_year"":2024,""industry_code"":""4512"",""industry_description"":""Takeaway Food Services"",""seats"":{""Seats - Indoor"":6,""Seats - Outdoor"":18},""total_seats"":24}",City of Melbourne,com:food:109263:a14dfd301b1716ed
food_venue,CBD Bakery,Ground 480 Bourke Street MELBOURNE VIC 3000,-37.81506553,144.95946409,"{""census_year"":2024,""industry_code"":""4511"",""industry_description"":""Cafes and Restaurants"",""seats"":{""Seats - Outdoor"":10,""Seats - Indoor"":20},""total_seats"":30}",City of Melbourne,com:food:101179:e39951da48d9fafa
food_venue,CBD Pies,Shop 4 Part Ground 118 Queen Street MELBOURNE VIC 3000,-37.81565401,144.961298791,"{""census_year"":2024,""industry_code"":""4512"",""industry_description"":""Takeaway Food Services"",""seats"":{""Seats - Outdoor"":4},""total_seats"":4}",City of Melbourne,com:food:108111:29b2086900b26ca3
food_venue,CC Wok,Ground 464-466 Victoria Street NORTH MELBOURNE VIC 3051,-37.80500905,144.950540687,"{""census_year"":2024,""industry_code"":""4511"",""industry_description"":""Cafes and Restaurants"",""seats"":{""Seats - Indoor"":28},""total_seats"":28}",City of Melbourne,com:food:109798:efa8f453ab68d795
food_venue,CDMX,"Tenancy 82, Ground 360 Elizabeth Street MELBOURNE VIC 3000",-37.81084464,144.962061274,"{""census_year"":2024,""industry_code"":""4512"",""industry_description"":""Takeaway Food Services"",""seats"":{""Seats - Outdoor"":4,""Seats - Indoor"":6},""total_seats"":10}",City of Melbourne,com:food:103311:c613a4eae2764259
food_venue,Cecconi's Flinders Lane,61 Flinders Lane MELBOURNE VIC 3000,-37.81506474,144.972512283,"{""census_year"":2024,""industry_code"":""4511"",""industry_description"":""Cafes and Restaurants"",""seats"":{""Seats - Outdoor"":12,""Seats - Indoor"":180},""total_seats"":192}",City of Melbourne,com:food:103918:1c1316a3ed5649bc
food_venue,Cellar 43 Restaurant & Bar / Khokolat Bar,Basement 43-49 Hardware Lane MELBOURNE VIC 3000,-37.81359799,144.961073493,"{""census_year"":2024,""industry_code"":""4520"",""industry_description"":""Pubs, Taverns and Bars"",""seats"":{""Seats - Indoor"":60},""total_seats"":60}",City of Melbourne,com:food:105869:791ea8b14491691d
food_venue,Centro Espresso,"Shop 2, 252 Flinders Lane MELBOURNE VIC 3000",-37.8166033,144.965596537,"{""census_year"":2024,""industry_code"":""4512"",""industry_description"":""Takeaway Food Services"",""seats"":{""Seats - Indoor"":10},""total_seats"":10}",City of Melbourne,com:food:101789:bf5dc019f7002f8a
food_venue,Ceree,285 Spring Street MELBOURNE VIC 3000,-37.80814525,144.97101463,"{""census_year"":2024,""industry_code"":""4511"",""industry_description"":""Cafes and Restaurants"",""seats"":{""Seats - Indoor"":88},""total_seats"":88}",City of Melbourne,com:food:110858:48d8a4d93f733d60
food_venue,Cervo,"Shop 28, Ground 8 Whiteman Street SOUTHBANK VIC 3006",-37.82312164,144.958660189,"{""census_year"":2024,""industry_code"":""4511"",""industry_description"":""Cafes and Restaurants"",""seats"":{""Seats - Outdoor"":44,""Seats - Indoor"":72},""total_seats"":116}",City of Melbourne,com:food:111175:b1774ac1afe408a0
food_venue,Cha Ching Eatery,"Tenancy 3, 348 Flinders Lane MELBOURNE VIC 3000",-37.81728432,144.96244181,"{""census_year"":2024,""industry_code"":""4511"",""industry_description"":""Cafes and Restaurants"",""seats"":{""Seats - Indoor"":50},""total_seats"":50}",City of Melbourne,com:food:102092:410195f568841502
food_venue,Chai 'N' Chilli,Ground 181-183 King Street MELBOURNE VIC 3000,-37.81589843,144.955174248,"{""census_year"":2024,""industry_code"":""4511"",""industry_description"":""Cafes and Restaurants"",""seats"":{""Seats - Indoor"":25},""total_seats"":25}",City of Melbourne,com:food:105303:b94fab9de8e11dc5
food_venue,Chaipoint By Bombay Bar,"Shop 3C, Level 1 650 Collins Street DOCKLANDS VIC 3008",-37.81815357,144.952339293,"{""census_year"":2024,""industry_code"":""4511"",""industry_description"":""Cafes and Restaurants"",""seats"":{""Seats - Indoor"":18},""total_seats"":18}",City of Melbourne,com:food:108973:9b9a960a44023525
food_venue,Chaise Lounge,Basement 105 Queen Street MELBOURNE VIC 3000,-37.81614776,144.960847599,"{""census_year"":2024,""industry_code"":""4520"",""industry_description"":""Pubs, Taverns and Bars"",""seats"":{""Seats - Indoor"":40},""total_seats"":40}",City of Melbourne,com:food:108067:fb98d8476e924311
food_venue,Chamman Ice Cream & Street Food,138B Rathdowne Street CARLTON VIC 3053,-37.7960463,144.97104054,"{""census_year"":2024,""industry_code"":""4512"",""industry_description"":""Takeaway Food Services"",""seats"":{""Seats - Indoor"":15},""total_seats"":15}",City of Melbourne,com:food:108239:5dd9517c74b4e1f6
food_venue,Chamman Sheesha Cafe & Restaurant,144-146 Rathdowne Street CARLTON VIC 3053,-37.7960463,144.97104054,"{""census_year"":2024,""industry_code"":""4511"",""industry_description"":""Cafes and Restaurants"",""seats"":{""Seats - Indoor"":38},""total_seats"":38}",City of Melbourne,com:food:108239:658799f881c5ea1a
food_venue,Chancery Lane,Suite 3 & 5-7 Ground 430 Little Collins Street MELBOURNE VIC 3000,-37.81596878,144.960110059,"{""census_year"":2024,""industry_code"":""4511"",""industry_description"":""Cafes and Restaurants"",""seats"":{""Seats - Indoor"":300,""Seats - Outdoor"":105},""total_seats"":405}",City of Melbourne,com:food:105953:9a5a249616484e80
food_venue,Chang Go,70-72 Little La Trobe Street MELBOURNE VIC 3000,-37.80944542,144.961742875,"{""census_year"":2024,""industry_code"":""4511"",""industry_description"":""Cafes and Restaurants"",""seats"":{""Seats - Indoor"":100},""total_seats"":100}",City of Melbourne,com:food:105981:8752e8650913fce6
food_venue,Chapati Melbourne,401 Rathdowne Street CARLTON VIC 3053,-37.79692164,144.97032083,"{""census_year"":2024,""industry_code"":""4511"",""industry_description"":""Cafes and Restaurants"",""seats"":{""Seats - Indoor"":30},""total_seats"":30}",City of Melbourne,com:food:108197:32d88a900979ba0c
food_venue,Chapter House Coffee,Rear Shop 199 Flinders Lane MELBOURNE VIC 3000,-37.81676378,144.967694558,"{""census_year"":2024,""industry_code"":""4512"",""industry_description"":""Takeaway Food Services"",""seats"":{""Seats - Outdoor"":19,""Seats - Indoor"":8},""total_seats"":27}",City of Melbourne,com:food:110761:5057eec9eec07842
food_venue,Char Siu House,37 Errol Street NORTH MELBOURNE VIC 3051,-37.80412429,144.949085065,"{""census_year"":2024,""industry_code"":""4511"",""industry_description"":""Cafes and Restaurants"",""seats"":{""Seats - Outdoor"":12,""Seats - Indoor"":38},""total_seats"":50}",City of Melbourne,com:food:103403:79e698301d0018e0
food_venue,Chargrilled Vietnamese Kitchen,"Unit 2, 164 Cardigan Street CARLTON VIC 3053",-37.80132569,144.965626451,"{""census_year"":2024,""industry_code"":""4511"",""industry_description"":""Cafes and Restaurants"",""seats"":{""Seats - Outdoor"":6,""Seats - Indoor"":26},""total_seats"":32}",City of Melbourne,com:food:101693:59885dea17a8010c
food_venue,Charles LaTrobe Coffee Co,Part Ground 380-390 La Trobe Street MELBOURNE VIC 3000,-37.81075363,144.958052866,"{""census_year"":2024,""industry_code"":""4511"",""industry_description"":""Cafes and Restaurants"",""seats"":{""Seats - Indoor"":80},""total_seats"":80}",City of Melbourne,com:food:105477:81621b31621de60a
food_venue,Charlie bit me,"Shop 7, 838 Collins Street DOCKLANDS VIC 3008",-37.82100111,144.945046845,"{""census_year"":2024,""industry_code"":""4511"",""industry_description"":""Cafes and Restaurants"",""seats"":{""Seats - Indoor"":33,""Seats - Outdoor"":16},""total_seats"":49}",City of Melbourne,com:food:622439:32d0f176bb0482e1
food_venue,Charlie Lovett,43 South Wharf Promenade SOUTH WHARF VIC 3006,-37.82409302,144.95033362,"{""census_year"":2024,""industry_code"":""4511"",""industry_description"":""Cafes and Restaurants"",""seats"":{""Seats - Outdoor"":20,""Seats - Indoor"":70},""total_seats"":90}",City of Melbourne,com:food:110988:d51a62fc2a112c6a
food_venue,Chatorey – The Indian Streetory,"Shop 9, 15 William Street MELBOURNE VIC 3000",-37.8192157,144.959187534,"{""census_year"":2024,""industry_code"":""4511"",""industry_description"":""Cafes and Restaurants"",""seats"":{""Seats - Outdoor"":9,""Seats - Indoor"":12},""total_seats"":21}",City of Melbourne,com:food:110091:e4de445c79de3ed8
food_venue,Che Desserts Australia,"Shop 2, Ground 359 Lonsdale Street MELBOURNE VIC 3000",-37.81275051,144.961875527,"{""census_year"":2024,""industry_code"":""4512"",""industry_description"":""Takeaway Food Services"",""seats"":{""Seats - Indoor"":20},""total_seats"":20}",City of Melbourne,com:food:105700:76d7c40829a6cba8
food_venue,Chef David,"Shop 101-102, Level 1 458 Elizabeth Street MELBOURNE VIC 3000",-37.80783746,144.960624495,"{""census_year"":2024,""industry_code"":""4511"",""industry_description"":""Cafes and Restaurants"",""seats"":{""Seats - Indoor"":60},""total_seats"":60}",City of Melbourne,com:food:103300:b535a0c1e3d4f312
food_venue,Cheng Fu Urban Dessert Buffet,62-64 Little La Trobe Street MELBOURNE VIC 3000,-37.80940205,144.961890386,"{""census_year"":2024,""industry_code"":""4511"",""industry_description"":""Cafes and Restaurants"",""seats"":{""Seats - Indoor"":37},""total_seats"":37}",City of Melbourne,com:food:105983:044c792f34a05983
food_venue,Cherry & Twigs,Part 547 Flinders Lane MELBOURNE VIC 3000,-37.82001952,144.955837928,"{""census_year"":2024,""industry_code"":""4511"",""industry_description"":""Cafes and Restaurants"",""seats"":{""Seats - Indoor"":20},""total_seats"":20}",City of Melbourne,com:food:559405:ecf4772ee0f3e329
food_venue,Cherry Bar,68-70 Little Collins Street MELBOURNE VIC 3000,-37.81284117,144.971331086,"{""census_year"":2024,""industry_code"":""4520"",""industry_description"":""Pubs, Taverns and Bars"",""seats"":{""Seats - Indoor"":60},""total_seats"":60}",City of Melbourne,com:food:105967:b92a35a5d971218d
food_venue,Cherry Lane Espresso,Part Ground 350 Queen Street MELBOURNE VIC 3000,-37.81040943,144.959061169,"{""census_year"":2024,""industry_code"":""4511"",""industry_description"":""Cafes and Restaurants"",""seats"":{""Seats - Indoor"":42},""total_seats"":42}",City of Melbourne,com:food:108089:aa59f0f7559c61a2
food_venue,Chia Chia,2-4 Import Lane DOCKLANDS VIC 3008,-37.82100111,144.945046845,"{""census_year"":2024,""industry_code"":""4511"",""industry_description"":""Cafes and Restaurants"",""seats"":{""Seats - Indoor"":44},""total_seats"":44}",City of Melbourne,com:food:622439:0c080a9eef2a4bdd
food_venue,Chicken Episode 2.5,Ground 522 Macaulay Road KENSINGTON VIC 3031,-37.79404907,144.928699415,"{""census_year"":2024,""industry_code"":""4511"",""industry_description"":""Cafes and Restaurants"",""seats"":{""Seats - Indoor"":24},""total_seats"":24}",City of Melbourne,com:food:614831:15162a20d466c3f1
food_venue,Chiki Chiki,Part Ground 187-193 Elizabeth Street MELBOURNE VIC 3000,-37.81388737,144.962707826,"{""census_year"":2024,""industry_code"":""4511"",""industry_description"":""Cafes and Restaurants"",""seats"":{""Seats - Outdoor"":20,""Seats - Indoor"":10},""total_seats"":30}",City of Melbourne,com:food:103180:fa4a7229da5acc87
food_venue,Chilangos,"Tenancy 21, Ground 550 Bourke Street MELBOURNE VIC 3000",-37.81531863,144.957392295,"{""census_year"":2024,""industry_code"":""4511"",""industry_description"":""Cafes and Restaurants"",""seats"":{""Seats - Outdoor"":16,""Seats - Indoor"":26},""total_seats"":42}",City of Melbourne,com:food:111283:cd09e87adce1226a
food_venue,Chilangos Mexican Cantina Docklands,"Tenancy 2, 855 Collins Street DOCKLANDS VIC 3008",-37.82163103,144.943933222,"{""census_year"":2024,""industry_code"":""4511"",""industry_description"":""Cafes and Restaurants"",""seats"":{""Seats - Indoor"":59,""Seats - Outdoor"":15},""total_seats"":74}",City of Melbourne,com:food:667598:2da31ac0c93c176d
food_venue,Chilli Everest,Part Ground 595 Collins Street MELBOURNE VIC 3000,-37.81936788,144.955210528,"{""census_year"":2024,""industry_code"":""4511"",""industry_description"":""Cafes and Restaurants"",""seats"":{""Seats - Indoor"":70},""total_seats"":70}",City of Melbourne,com:food:102106:e435e35e718c6a23
food_venue,Chilli India,79 Batmans Hill Drive DOCKLANDS VIC 3008,-37.81925128,144.947975341,"{""census_year"":2024,""industry_code"":""4511"",""industry_description"":""Cafes and Restaurants"",""seats"":{""Seats - Indoor"":70,""Seats - Outdoor"":40},""total_seats"":110}",City of Melbourne,com:food:576024:d4e3a99f0eeab72e
food_venue,Chilli India,"Tenancy 86, Ground 360 Elizabeth Street MELBOURNE VIC 3000",-37.81084464,144.962061274,"{""census_year"":2024,""industry_code"":""4511"",""industry_description"":""Cafes and Restaurants"",""seats"":{""Seats - Indoor"":110,""Seats - Outdoor"":5},""total_seats"":115}",City of Melbourne,com:food:103311:7d97f38ec4a8488e
food_venue,Chimnutz,"Shop 28, Ground 194-200 Bourke Street MELBOURNE VIC 3000",-37.81244678,144.967282791,"{""census_year"":2024,""industry_code"":""4512"",""industry_description"":""Takeaway Food Services"",""seats"":{""Seats - Indoor"":17},""total_seats"":17}",City of Melbourne,com:food:101204:de667d4dada2205a
food_venue,Chin Chin Restaurant,Gnd & Mezz 125 Flinders Lane MELBOURNE VIC 3000,-37.81568875,144.970399793,"{""census_year"":2024,""industry_code"":""4511"",""industry_description"":""Cafes and Restaurants"",""seats"":{""Seats - Outdoor"":35,""Seats - Indoor"":120},""total_seats"":155}",City of Melbourne,com:food:103926:5e4723e6f99ddd59
food_venue,China Bar,257-259 Swanston Street MELBOURNE VIC 3000,-37.81211394,144.964648743,"{""census_year"":2024,""industry_code"":""4511"",""industry_description"":""Cafes and Restaurants"",""seats"":{""Seats - Indoor"":120},""total_seats"":120}",City of Melbourne,com:food:109295:481567ecf5889030
food_venue,China Bar,Gnd & Flr1 235 Russell Street MELBOURNE VIC 3000,-37.81111923,144.96703692,"{""census_year"":2024,""industry_code"":""4511"",""industry_description"":""Cafes and Restaurants"",""seats"":{""Seats - Indoor"":100},""total_seats"":100}",City of Melbourne,com:food:108555:e0339b4de6efc807
food_venue,China Bar,277 Elizabeth Street MELBOURNE VIC 3000,-37.81212877,144.961762525,"{""census_year"":2024,""industry_code"":""4511"",""industry_description"":""Cafes and Restaurants"",""seats"":{""Seats - Indoor"":70},""total_seats"":70}",City of Melbourne,com:food:105743:ea6ccdd1d459622e
